date,timestamp,product_id,product_name,category,retailer,price,in_stock
2024-01-01,1704067200,6,Redmi 10 Power,All Electronics,Walmart,11129.94,True
2024-01-01,1704067200,6,Redmi 10 Power,All Electronics,Best Buy,10900.75,False
2024-01-01,1704067200,6,Redmi 10 Power,All Electronics,Target,11676.13,True
2024-01-01,1704067200,6,Redmi 10 Power,All Electronics,Costco,11912.67,True
2024-01-01,1704067200,6,Redmi 10 Power,All Electronics,eBay,10930.63,True
2024-01-01,1704067200,6,Redmi 10 Power,All Electronics,Newegg,11709.36,True
2024-01-01,1704067200,6,Redmi 10 Power,All Electronics,B&H,11476.0,False
2024-01-01,1704067200,6,Redmi 10 Power,All Electronics,Micro Center,10727.37,True
2024-01-01,1704067200,6,Redmi 10 Power,All Electronics,Adorama,11952.83,False
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,Amazon,1308.57,True
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,Walmart,1184.19,True
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,Best Buy,1318.44,True
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,Target,1281.37,True
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,Costco,1370.24,True
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,eBay,1242.53,True
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,Newegg,1213.35,True
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,B&H,1211.79,True
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,Micro Center,1304.14,True
2024-01-01,1704067200,7,boAt Airdopes 141 Bluetooth,All Electronics,Adorama,1259.27,True
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,Amazon,1546.37,False
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,Walmart,1690.01,True
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,Best Buy,1638.35,True
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,Target,1468.25,True
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,Costco,1612.66,True
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,eBay,1672.3,True
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,Newegg,1434.51,True
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,B&H,1582.34,True
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,Micro Center,1469.97,True
2024-01-01,1704067200,8,Apple 20W USB-C Power,All Electronics,Adorama,1722.23,True
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,Amazon,1819.38,True
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,Walmart,1929.75,True
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,Best Buy,1884.99,True
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,Target,1750.25,True
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,Costco,1729.09,True
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,eBay,1745.05,False
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,Newegg,1847.4,True
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,B&H,1878.79,True
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,Micro Center,1788.04,True
2024-01-01,1704067200,9,Fire-Boltt Ninja Call Pro,All Electronics,Adorama,1800.15,True
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,Amazon,16262.18,True
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,Walmart,15540.73,True
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,Best Buy,17486.5,True
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,Target,15219.24,True
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,Costco,15454.03,True
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,eBay,15136.89,True
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,Newegg,16864.57,True
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,B&H,15422.72,True
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,Micro Center,16659.96,False
2024-01-01,1704067200,10,Samsung Galaxy M33 5G,All Electronics,Adorama,17005.61,True
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,Amazon,9742.46,False
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,Walmart,9979.74,True
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,Best Buy,9453.61,True
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,Target,9733.37,True
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,Costco,9700.54,True
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,eBay,9367.72,False
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,Newegg,9177.36,True
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,B&H,10163.52,True
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,Micro Center,9732.08,True
2024-01-01,1704067200,11,realme narzo 50A Prime,All Electronics,Adorama,9046.93,True
2024-01-01,1704067200,12,Redmi A1,All Electronics,Amazon,6033.51,True
2024-01-01,1704067200,12,Redmi A1,All Electronics,Walmart,5533.62,True
2024-01-01,1704067200,12,Redmi A1,All Electronics,Best Buy,5548.3,True
2024-01-01,1704067200,12,Redmi A1,All Electronics,Target,6280.85,False
2024-01-01,1704067200,12,Redmi A1,All Electronics,Costco,6125.04,True
2024-01-01,1704067200,12,Redmi A1,All Electronics,eBay,6149.71,True
2024-01-01,1704067200,12,Redmi A1,All Electronics,Newegg,6167.55,True
2024-01-01,1704067200,12,Redmi A1,All Electronics,B&H,6003.38,False
2024-01-01,1704067200,12,Redmi A1,All Electronics,Micro Center,5503.96,True
2024-01-01,1704067200,12,Redmi A1,All Electronics,Adorama,6070.24,True
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,Amazon,22152.44,True
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,Walmart,19668.04,True
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,Best Buy,20969.95,True
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,Target,21734.44,False
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,Costco,20290.47,True
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,eBay,22375.95,False
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,Newegg,22360.57,True
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,B&H,22123.43,True
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,Micro Center,19299.59,False
2024-01-01,1704067200,13,OnePlus Nord CE 2,All Electronics,Adorama,19989.09,False
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,Amazon,1316.47,True
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,Walmart,1291.83,True
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,Best Buy,1206.01,True
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,Target,1223.35,False
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,Costco,1245.42,True
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,eBay,1322.72,False
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,Newegg,1311.45,True
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,B&H,1263.01,True
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,Micro Center,1249.78,False
2024-01-01,1704067200,14,boAt Airdopes Atom 81,All Electronics,Adorama,1227.12,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,Amazon,1308.5,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,Walmart,1360.16,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,Best Buy,1229.31,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,Target,1225.42,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,Costco,1359.15,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,eBay,1347.1,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,Newegg,1236.32,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,B&H,1305.32,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,Micro Center,1429.3,True
2024-01-01,1704067200,15,boAt Airdopes 141 Bluetooth,All Electronics,Adorama,1413.07,True
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,Amazon,398.67,False
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,Walmart,398.89,True
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,Best Buy,415.4,True
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,Target,433.48,True
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,Costco,400.64,True
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,eBay,409.97,False
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,Newegg,379.93,True
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,B&H,403.05,True
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,Micro Center,374.28,True
2024-01-01,1704067200,16,boAt BassHeads 100 in-Ear,All Electronics,Adorama,417.07,True
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,Amazon,1070.01,True
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,Walmart,1116.62,True
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,Best Buy,1057.52,True
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,Target,1075.26,False
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,Costco,1169.01,True
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,eBay,1085.37,True
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,Newegg,1127.64,True
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,B&H,1073.56,False
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,Micro Center,1164.92,True
2024-01-01,1704067200,17,boAt Rockerz 330 Bluetooth,All Electronics,Adorama,1133.78,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Amazon,97.69,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Walmart,101.73,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Best Buy,93.97,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Target,92.34,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Costco,93.3,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,eBay,91.25,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Newegg,100.91,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,B&H,96.91,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Micro Center,89.67,True
2024-01-01,1704067200,18,Lapster 5-in-1 Multi-Function Laptop,All Electronics,Adorama,89.64,False
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,Amazon,1967.86,False
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,Walmart,1923.25,True
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,Best Buy,2216.34,True
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,Target,1894.26,True
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,Costco,2163.03,True
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,eBay,2182.95,True
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,Newegg,1876.02,True
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,B&H,2098.42,True
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,Micro Center,1882.38,True
2024-01-01,1704067200,19,boAt Wave Call Smart,All Electronics,Adorama,2128.02,True
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,Amazon,1086.74,True
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,Walmart,1062.9,False
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,Best Buy,1157.51,True
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,Target,1102.95,True
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,Costco,1068.78,True
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,eBay,1028.21,False
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,Newegg,1001.41,True
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,B&H,1175.71,True
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,Micro Center,1129.74,True
2024-01-01,1704067200,20,boAt Airdopes 121v2 in-Ear,All Electronics,Adorama,1143.45,False
2024-01-01,1704067200,21,Redmi A1,All Electronics,Amazon,5718.04,True
2024-01-01,1704067200,21,Redmi A1,All Electronics,Walmart,5571.69,False
2024-01-01,1704067200,21,Redmi A1,All Electronics,Best Buy,5963.04,True
2024-01-01,1704067200,21,Redmi A1,All Electronics,Target,6442.7,True
2024-01-01,1704067200,21,Redmi A1,All Electronics,Costco,6157.54,False
2024-01-01,1704067200,21,Redmi A1,All Electronics,eBay,6003.88,True
2024-01-01,1704067200,21,Redmi A1,All Electronics,Newegg,6337.59,True
2024-01-01,1704067200,21,Redmi A1,All Electronics,B&H,6514.51,True
2024-01-01,1704067200,21,Redmi A1,All Electronics,Micro Center,6013.06,True
2024-01-01,1704067200,21,Redmi A1,All Electronics,Adorama,5748.15,True
2024-01-01,1704067200,22,Redmi 10A,All Electronics,Amazon,8847.24,False
2024-01-01,1704067200,22,Redmi 10A,All Electronics,Walmart,7793.61,False
2024-01-01,1704067200,22,Redmi 10A,All Electronics,Best Buy,8690.3,True
2024-01-01,1704067200,22,Redmi 10A,All Electronics,Target,8285.69,True
2024-01-01,1704067200,22,Redmi 10A,All Electronics,Costco,8008.84,True
2024-01-01,1704067200,22,Redmi 10A,All Electronics,eBay,8982.97,True
2024-01-01,1704067200,22,Redmi 10A,All Electronics,Newegg,8047.74,True
2024-01-01,1704067200,22,Redmi 10A,All Electronics,B&H,8430.65,True
2024-01-01,1704067200,22,Redmi 10A,All Electronics,Micro Center,9104.13,True
2024-01-01,1704067200,22,Redmi 10A,All Electronics,Adorama,8083.77,True
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,Amazon,45338.26,True
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,Walmart,46055.93,True
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,Best Buy,47949.58,True
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,Target,47071.85,True
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,Costco,42212.11,True
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,eBay,47526.58,True
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,Newegg,41928.32,False
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,B&H,44460.38,True
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,Micro Center,43430.51,True
2024-01-01,1704067200,23,OnePlus 11R 5G,All Electronics,Adorama,42644.09,True
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,Amazon,30717.72,True
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,Walmart,27617.03,True
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,Best Buy,30097.11,False
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,Target,26740.25,True
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,Costco,31677.8,True
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,eBay,27271.73,True
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,Newegg,29442.38,True
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,B&H,29674.53,False
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,Micro Center,29082.7,False
2024-01-01,1704067200,24,OnePlus Nord 2T 5G,All Electronics,Adorama,27413.06,False
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,Amazon,2854.55,False
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,Walmart,2876.89,True
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,Best Buy,2756.65,True
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,Target,2936.42,True
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,Costco,2899.21,True
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,eBay,2674.25,True
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,Newegg,2929.6,False
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,B&H,2747.64,True
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,Micro Center,2608.82,True
2024-01-01,1704067200,25,OnePlus Nord Buds True,All Electronics,Adorama,2874.76,True
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,Amazon,29586.82,True
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,Walmart,29221.52,True
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,Best Buy,27358.94,True
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,Target,30496.32,False
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,Costco,29742.02,True
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,eBay,29703.71,True
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,Newegg,27266.17,True
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,B&H,30412.03,True
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,Micro Center,29102.57,True
2024-01-01,1704067200,26,OnePlus Nord 2T 5G,All Electronics,Adorama,28325.41,True
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,Amazon,1445.53,True
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,Walmart,1489.59,True
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,Best Buy,1558.22,True
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,Target,1488.91,False
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,Costco,1490.95,False
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,eBay,1408.72,True
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,Newegg,1562.88,True
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,B&H,1522.04,True
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,Micro Center,1450.98,True
2024-01-01,1704067200,27,boAt Rockerz 255 Pro+,All Electronics,Adorama,1389.41,True
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,Amazon,1457.89,True
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,Walmart,1507.72,False
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,Best Buy,1409.71,True
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,Target,1590.02,True
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,Costco,1516.18,True
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,eBay,1504.64,True
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,Newegg,1593.44,True
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,B&H,1596.9,False
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,Micro Center,1578.69,True
2024-01-01,1704067200,28,Hammer Ace 3.0 Bluetooth,All Electronics,Adorama,1381.46,True
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,Amazon,16262.66,False
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,Walmart,14218.3,False
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,Best Buy,15930.11,True
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,Target,15566.48,True
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,Costco,15445.14,True
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,eBay,16231.42,True
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,Newegg,15763.71,False
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,B&H,14761.73,True
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,Micro Center,15326.08,True
2024-01-01,1704067200,29,iQOO Z6 Lite 5G,All Electronics,Adorama,15307.37,False
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,Amazon,2130.99,True
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,Walmart,1969.17,True
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,Best Buy,2056.98,True
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,Target,1913.08,True
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,Costco,2117.82,True
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,eBay,1951.76,False
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,Newegg,2132.72,True
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,B&H,1990.99,False
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,Micro Center,1899.19,True
2024-01-01,1704067200,30,MI Power Bank 3i,All Electronics,Adorama,1907.22,True
2024-01-02,1704153600,1,Redmi 10 Power,All Electronics,Amazon,11472.74,True
2024-01-02,1704153600,1,Redmi 10 Power,All Electronics,Walmart,10451.44,False
2024-01-02,1704153600,1,Redmi 10 Power,All Electronics,Best Buy,10306.46,True
2024-01-02,1704153600,1,Redmi 10 Power,All Electronics,Target,10047.3,True
